"Sr.No","Round ▲▼","Institute ▲▼","PG Program ▲▼","Group ▲▼","Category ▲▼","Max GATE Score ▲▼","Min GATE Score ▲▼"
"1190","Round 1","National Institute of Technology Karnataka, Surathkal","Manufacturing Engineering","G1","EWS","445","439"
"1191","Round 1","National Institute of Technology Karnataka, Surathkal","Mechatronics Engineering","G2","ST","315","315"
"1192","Round 1","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering (Information Security)","G1","EWS","727","718"
"1193","Round 1","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering","G1","SC","598","585"
"1194","Round 1","National Institute of Technology Meghalaya","Computer Science & Engineering","G1","OBC-NCL","471","450"
"1195","Round 1","National Institute of Technology Patna","Master of Urban & Regional Planning","G1","SC","439","439"
"1196","Round 1","National Institute of Technology Patna","Design Engineering","G1","OPEN","404","369"
"1197","Round 1","National Institute of Technology Puducherry","Structural Engineering - Resilience and Sustainability","G1","SC","289","289"
"1198","Round 1","National Institute of Technology Raipur","Medical Devices with a specialization in Critical Care and IVD","G1","OBC-NCL","352","346"
"1199","Round 1","National Institute of Technology Raipur","Information Technology","G2","EWS","548","548"
"1200","Round 1","National Institute of Technology Raipur","Information Technology","G3","ST","314","314"
"1201","Round 1","National Institute of Technology Raipur","Machine Design","G1","SC","232","232"
"1202","Round 1","National Institute of Technology Sikkim","M.Tech in VLSI and Embedded Systems","G1","SC","330","315"
"1203","Round 1","National Institute of Technology, Jamshedpur","Data Science and Engineering","G1","OPEN","675","602"
"1204","Round 1","National Institute of Technology, Jamshedpur","Defence Technology- Combat Vehicle Engineering","G1","OPEN","404","359"
"1205","Round 1","National Institute of Technology, Jamshedpur","Energy Systems Engineering","G1","OPEN","358","350"
"1206","Round 1","National Institute of Technology, Jamshedpur","Industrial Metallurgy","G1","OPEN","404","404"
"1207","Round 1","National Institute of Technology, Jamshedpur","Thermal Engineering","G1","OPEN","387","359"
"1208","Round 1","National Institute of Technology, Kurukshetra","Computer Engineering (Cyber Security)","G1","EWS","602","581"
"1209","Round 1","National Institute of Technology, Kurukshetra","Communication Systems","G1","OBC-NCL","444","436"
"1210","Round 1","National Institute of Technology, Kurukshetra","Power Electronics & Drives","G1","EWS","385","385"
"1211","Round 1","National Institute of Technology, Kurukshetra","Power Electronics & Drives","G1","SC","334","334"
"1212","Round 1","National Institute of Technology, Kurukshetra","Renewable Energy Systems","G1","OBC-NCL","381","354"
"1213","Round 1","National Institute of Technology, Kurukshetra","Structural Engineering","G1","EWS","374","363"
"1214","Round 1","National Institute of Technology, Kurukshetra","Power System","G1","OBC-NCL","374","370"
"1215","Round 1","National Institute of Technology, Kurukshetra","VLSI Design","G1","SC","440","397"
"1216","Round 1","National Institute of Technology, Manipur","Power System and Control System","G1","OBC-NCL","322","322"
"1217","Round 1","National Institute of Technology Karnataka, Surathkal","Geoinformatics","G1","EWS","351","280"
"1218","Round 1","National Institute of Technology Karnataka, Surathkal","Geoinformatics","G1","SC","328","281"
"1219","Round 1","National Institute of Technology Karnataka, Surathkal","Mechanical Design","G3","SC","404","404"
"1220","Round 1","National Institute of Technology Karnataka, Surathkal","Signal Processing and Machine Learning","G1","SC","543","543"
"1221","Round 1","National Institute of Technology Karnataka, Surathkal","VLSI Design","G2","OPEN","698","690"
"1222","Round 1","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering (Information Security)","G1","ST","453","452"
"1223","Round 1","National Institute of Technology Meghalaya","VLSI & Embedded Systems","G1","EWS","424","404"
"1224","Round 1","National Institute of Technology Nagaland","Power Systems Engineering","G1","SC","231","231"
"1225","Round 1","National Institute of Technology Nagaland","Computer Science & Engineering","G1","SC","350","348"
"1226","Round 1","National Institute of Technology Patna","Next Generation Wireless Technologies","G1","OBC-NCL","377","358"
"1227","Round 1","National Institute of Technology Patna","Control System Engineering","G1","EWS","334","334"
"1228","Round 1","National Institute of Technology Patna","Design Engineering","G1","OBC-NCL","331","322"
"1229","Round 1","National Institute of Technology Patna","Structural Engineering","G1","SC","291","275"
"1230","Round 1","National Institute of Technology Puducherry","Structural Engineering - Resilience and Sustainability","G1","ST","283","283"
"1231","Round 1","National Institute of Technology Raipur","M.Tech in Power System & Power Electronics","G1","EWS","330","330"
"1232","Round 1","National Institute of Technology Raipur","Medical Devices with a specialization in Critical Care and IVD","G1","SC","272","272"
"1233","Round 1","National Institute of Technology Raipur","Information Technology","G1","ST","331","331"
"1234","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Energy and Environmental Engineering","G1","SC","283","280"
"1235","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial Engineering and Data Analytics","G1","EWS","485","473"
"1236","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science & Engineering","G1","EWS","542","542"
"1237","Round 1","Malaviya National Institute of Technology Jaipur","Earthquake Engineering","G1","ST","310","310"
"1238","Round 1","Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering","G1","ST","299","276"
"1239","Round 1","Malaviya National Institute of Technology Jaipur","Power Electronics & Drives","G1","EWS","411","409"
"1240","Round 1","Malaviya National Institute of Technology Jaipur","Power Systems Management","G1","EWS","363","358"
"1241","Round 1","Malaviya National Institute of Technology Jaipur","Renewable Energy","G1","OPEN","687","393"
"1242","Round 1","Malaviya National Institute of Technology Jaipur","Transportation Engineering","G1","OPEN","454","382"
"1243","Round 1","Malaviya National Institute of Technology Jaipur","Thermal Engineering","G1","EWS","352","352"
"1244","Round 1","Malaviya National Institute of Technology Jaipur","VLSI Design","G1","SC","424","412"
"1245","Round 1","Malaviya National Institute of Technology Jaipur","Water Resources Engineering","G1","OPEN","378","355"
"1246","Round 1","Maulana Azad National Institute of Technology Bhopal","Advanced Computing","G1","ST","330","289"
"1247","Round 1","Maulana Azad National Institute of Technology Bhopal","Artificial Intelligence","G1","OPEN-PwD","276","276"
"1248","Round 1","Maulana Azad National Institute of Technology Bhopal","Artificial Intelligence","G2","OBC-NCL","561","542"
"1249","Round 1","Maulana Azad National Institute of Technology Bhopal","Bioinformatics","G1","EWS","415","415"
"1250","Round 1","Maulana Azad National Institute of Technology Bhopal","Chemical Engineering","G1","SC","276","242"
"1251","Round 1","Maulana Azad National Institute of Technology Bhopal","Environmental Engineering","G1","OPEN","520","366"
"1252","Round 1","Maulana Azad National Institute of Technology Bhopal","Machine Design","G1","OBC-NCL","384","352"
"1253","Round 1","Maulana Azad National Institute of Technology Bhopal","Water Resources Engineering and Management","G1","SC","273","273"
"1254","Round 1","Maulana Azad National Institute of Technology Bhopal","M.Tech Agile Software Engineering","G1","SC","390","389"
"1255","Round 1","Maulana Azad National Institute of Technology Bhopal","Computer Networking","G1","EWS","555","552"
"1256","Round 1","Motilal Nehru National Institute of Technology Allahabad","Power Electronics & Drives","G1","SC","367","358"
"1257","Round 1","Motilal Nehru National Institute of Technology Allahabad","Signal Processing","G1","SC","400","370"
"1258","Round 1","Motilal Nehru National Institute of Technology Allahabad","Structural Engineering","G1","SC","366","325"
"1259","Round 1","Motilal Nehru National Institute of Technology Allahabad","Transportation Engineering","G1","ST","294","294"
"1260","Round 1","Motilal Nehru National Institute of Technology Allahabad","Thermal Engineering","G1","EWS","387","387"
"1261","Round 1","National Institute of Technology Agartala","Communication Systems & Signal Processing","G1","EWS","354","354"
"1262","Round 1","National Institute of Technology Agartala","Artificial Intelligence","G1","SC","433","402"
"1263","Round 1","National Institute of Technology Agartala","Data Science & Engineering","G1","ST","277","268"
"1264","Round 1","National Institute of Technology Calicut","Chemical Engineering","G1","OBC-NCL","383","364"
"1265","Round 1","National Institute of Technology Calicut","Geotechnical Engineering","G1","OPEN","438","415"
"1266","Round 1","National Institute of Technology Calicut","Instrumentation & Control Systems","G2","SC","253","253"
"1267","Round 1","National Institute of Technology Calicut","Manufacturing Technology","G1","SC","343","238"
"1268","Round 1","National Institute of Technology Calicut","Microelectronics & VLSI Design","G1","ST","448","448"
"1269","Round 1","National Institute of Technology Calicut","Traffic & Transportation Planning","G1","OBC-NCL","427","404"
"1270","Round 1","National Institute of Technology Calicut","Computer Science & Engineering","G1","SC","572","562"
"1271","Round 1","National Institute of Technology Delhi","Electronics and Communication Engineering","G1","OPEN","510","483"
"1272","Round 1","National Institute of Technology Delhi","Mathematics & Computing (MC)","G1","EWS","597","597"
"1273","Round 1","National Institute of Technology Delhi","Electronics and Communication Engineering with specialisation in VLSI","G1","OPEN","608","545"
"1274","Round 1","National Institute of Technology Durgapur","Robotics & Artificial Intelligence","G1","OBC-NCL","416","394"
"1275","Round 1","National Institute of Technology Durgapur","Next Generation Communication and Networks","G1","EWS","424","420"
"1276","Round 1","National Institute of Technology Durgapur","Computer Science & Engineering","G1","EWS","618","610"
"1277","Round 1","National Institute of Technology Hamirpur","Civil Engineering (Structures)","G1","OPEN","524","378"
"1278","Round 1","National Institute of Technology Hamirpur","Sustainable Architecture","G1","OBC-NCL","435","384"
"1279","Round 1","National Institute of Technology Hamirpur","Computer Science & Engineering (Artificial Intelligence)","G1","ST","364","335"
"1280","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Machine Intelligence and Automation","G1","SC","397","397"
"1281","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence","G1","OPEN","643","589"
"1282","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial Engineering and Data Analytics","G1","ST","262","262"
"1283","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Renewable Energy","G1","OPEN","457","428"
"1284","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Signal Processing and Machine Learning","G1","ST","241","241"
"1285","Round 1","Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Engineering and Management","G1","SC","184","184"
